y4_hhid,domain,strataid,clusterid,clustertype,y4_weights,regcode,regname,discode,disname,intdy,intmo,intyr
1628-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,22,10,2014
1629-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,22,10,2014
1632-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,23,10,2014
1633-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,22,10,2014
1635-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,22,10,2014
1636-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,22,10,2014
1638-001,1,13,70311211001,2,3324.23876953125,7,DAR ES SALAAM,3,TEMEKE,22,10,2014
1646-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,13,3,2015
1647-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,14,3,2015
1648-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,13,3,2015
1649-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,13,3,2015
1650-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,13,3,2015
1651-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,13,3,2015
1652-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,13,3,2015
1654-001,1,13,70314202112,2,1828.33154296875,7,DAR ES SALAAM,3,TEMEKE,14,3,2015
1665-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,13,11,2014
1666-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,13,11,2014
1667-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,13,11,2014
1668-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,14,11,2014
1669-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,13,11,2014
1671-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,14,11,2014
1673-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,13,11,2014
1676-001,1,13,70317204024,2,2401.39038085938,7,DAR ES SALAAM,3,TEMEKE,13,11,2014
1684-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1685-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1687-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,18,3,2015
1688-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1690-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1691-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1693-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1694-001,1,13,70319206003,2,2212.75,7,DAR ES SALAAM,3,TEMEKE,17,3,2015
1703-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,26,1,2015
1704-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,25,1,2015
1705-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,25,1,2015
1706-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,25,1,2015
1707-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,26,1,2015
1708-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,25,1,2015
1709-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,25,1,2015
1710-001,1,13,70321205089,2,2123.22338867188,7,DAR ES SALAAM,3,TEMEKE,25,1,2015
1723-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,22,1,2015
1724-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,21,1,2015
1725-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,22,1,2015
1726-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,21,1,2015
1728-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,21,1,2015
1729-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,21,1,2015
1732-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,22,1,2015
1733-001,1,13,70326201027,2,1368.57568359375,7,DAR ES SALAAM,3,TEMEKE,21,1,2015
1741-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,17,1,2015
1743-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,17,1,2015
1744-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,18,1,2015
1745-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,17,1,2015
1746-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,23,4,2015
1747-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,17,1,2015
1748-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,17,1,2015
1749-001,1,13,70327205043,2,1919.099609375,7,DAR ES SALAAM,3,TEMEKE,17,1,2015
1761-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,17,2,2015
1762-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,22,2,2015
1763-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,17,2,2015
1764-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,17,2,2015
1765-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,17,2,2015
1766-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,17,2,2015
1768-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,18,2,2015
1771-001,1,13,70329201020,2,2360.3857421875,7,DAR ES SALAAM,3,TEMEKE,17,2,2015
1779-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,24,11,2014
1780-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,23,11,2014
1781-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,23,11,2014
1782-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,24,11,2014
1783-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,23,11,2014
1784-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,23,11,2014
1785-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,24,11,2014
1786-001,3,2,10112101001,1,6429.44482421875,1,DODOMA,1,KONDOA,21,11,2014
1798-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,30,12,2014
1799-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,30,12,2014
1800-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,30,12,2014
1801-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,30,12,2014
1802-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,29,12,2014
1803-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,29,12,2014
1804-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,29,12,2014
1805-001,3,2,10310104002,1,8277.49609375,1,DODOMA,3,KONGWA,29,12,2014
1817-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,31,10,2014
1818-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,30,10,2014
1819-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,31,10,2014
1820-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,30,10,2014
1821-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,30,10,2014
1822-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,30,10,2014
1823-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,30,10,2014
1824-001,2,1,10504205005,2,7383.26318359375,1,DODOMA,5,DODOMA MJINI,30,10,2014
1836-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,27,1,2015
1837-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,27,1,2015
1838-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,27,1,2015
1839-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,27,1,2015
1840-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,27,1,2015
1841-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,27,1,2015
1842-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,28,1,2015
1843-001,3,2,10510101002,1,5011.033203125,1,DODOMA,5,DODOMA MJINI,28,1,2015
1855-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,5,1,2015
1856-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,4,1,2015
1857-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,5,1,2015
1858-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,4,1,2015
1859-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,5,1,2015
1860-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,4,1,2015
1861-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,4,1,2015
1862-001,3,2,10709102017,1,6886.97119140625,1,DODOMA,7,CHEMBA,4,1,2015
1874-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1875-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1876-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1877-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,1,2015
1878-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1879-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1880-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1881-001,3,49,250108101016,1,708.978271484375,25,GEITA,1,GEITA,3,2,2015
1893-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,6,2,2015
1894-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,7,2,2015
1896-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,6,2,2015
1897-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,6,2,2015
1898-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,6,2,2015
1899-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,6,2,2015
1900-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,6,2,2015
1902-001,3,49,250128302003,1,4393.4150390625,25,GEITA,1,GEITA,7,2,2015
1912-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,19,10,2014
1913-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,19,10,2014
1914-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,19,10,2014
1915-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,19,10,2014
1916-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,19,10,2014
1917-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,19,10,2014
1918-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,20,10,2014
1922-001,2,48,250135212001,2,3922.84936523438,25,GEITA,1,GEITA,20,10,2014
1931-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,23,10,2014
1932-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,24,10,2014
1933-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,24,10,2014
1934-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,23,10,2014
1935-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,23,10,2014
1936-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,23,10,2014
1937-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,23,10,2014
1938-001,3,49,250304101001,1,3287.8349609375,25,GEITA,3,MBOGWE,24,10,2014
1950-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1951-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1952-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1953-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1954-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1955-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1956-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1957-001,3,49,250501303006,1,3203.53149414063,25,GEITA,5,CHATO,30,1,2015
1969-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,17,11,2014
1970-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,17,11,2014
1971-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,17,11,2014
1972-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,18,11,2014
1973-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,17,11,2014
1974-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,18,11,2014
1975-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,18,11,2014
1976-001,3,21,110118104003,1,3352.97192382813,11,IRINGA,1,IRINGA,18,11,2014
1988-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,9,1,2015
1989-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,10,1,2015
1990-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,9,1,2015
1991-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,9,1,2015
1992-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,9,1,2015
1993-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,10,1,2015
1994-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,9,1,2015
1995-001,2,20,110211305307,2,1796.03234863281,11,IRINGA,2,MUFINDI,9,1,2015
2007-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,15,1,2015
2008-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,14,1,2015
2009-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,14,1,2015
2010-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,14,1,2015
2011-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,14,1,2015
2012-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,14,1,2015
2013-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,15,1,2015
2014-001,3,21,110217301001,1,3084.50805664063,11,IRINGA,2,MUFINDI,14,1,2015
2026-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2027-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2028-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2029-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2030-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2031-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2032-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2033-001,2,20,110313211001,2,2437.61352539063,11,IRINGA,3,IRINGA MANISPAA,14,11,2014
2045-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2046-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2047-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2048-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2049-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2050-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2051-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2052-001,3,21,110409105003,1,3282.009765625,11,IRINGA,4,KILOLO,22,1,2015
2064-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2065-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2066-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2067-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2068-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,17,1,2015
2069-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2070-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2072-001,3,35,180102103015,1,3172.810546875,18,KAGERA,1,KARAGWE,16,1,2015
2083-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,26,11,2014
2084-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,26,11,2014
2085-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,27,11,2014
2086-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,26,11,2014
2087-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,27,11,2014
2088-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,26,11,2014
2089-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,26,11,2014
2090-001,2,34,180106302306,2,3599.44995117188,18,KAGERA,1,KARAGWE,27,11,2014
2102-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2103-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2105-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2106-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2107-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2108-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2109-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2110-001,3,35,180119102003,1,3102.3603515625,18,KAGERA,1,KARAGWE,17,2,2015
2121-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,8,10,2014
2122-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,8,10,2014
2123-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,8,10,2014
2124-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,8,10,2014
2125-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,8,10,2014
2126-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,9,10,2014
2127-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,9,10,2014
2128-001,3,35,180216103006,1,2542.19018554688,18,KAGERA,2,BUKOBA,9,10,2014
2140-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,14,10,2014
2141-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,14,10,2014
2142-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,14,10,2014
2143-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,15,10,2014
2144-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,15,10,2014
2145-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,15,10,2014
2146-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,14,10,2014
2147-001,3,35,180308105003,1,806.487854003906,18,KAGERA,3,MULEBA,14,10,2014
2159-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,20,1,2015
2160-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,20,1,2015
2161-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,20,1,2015
2162-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,21,1,2015
2163-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,20,1,2015
2164-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,20,1,2014
2165-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,21,1,2015
2166-001,3,35,180326102004,1,2824.65551757813,18,KAGERA,3,MULEBA,20,1,2015
2178-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2015
2179-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,14,2,2015
2180-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2015
2181-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2015
2182-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2014
2183-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2015
2184-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2015
2185-001,3,35,180342103002,1,3158.12182617188,18,KAGERA,3,MULEBA,13,2,2015
2197-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,26,1,2015
2198-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,26,1,2015
2199-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,26,1,2015
2200-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,26,1,2015
2201-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,26,1,2015
2202-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,26,1,2015
2203-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,27,1,2015
2204-001,3,35,180414101003,1,1299.34155273438,18,KAGERA,4,BIHARAMULO,27,1,2015
2216-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,20,11,2014
2217-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,20,11,2014
2218-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,20,11,2014
2219-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,20,11,2014
2220-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,21,11,2014
2221-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,21,11,2014
2222-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,21,11,2014
2223-001,3,35,180511105004,1,2238.73046875,18,KAGERA,5,NGARA,21,11,2014
2235-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,13,12,2014
2236-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,14,12,2014
2237-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,13,12,2014
2238-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,13,12,2014
2239-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,14,12,2014
2240-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,13,12,2014
2241-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,14,12,2014
2242-001,3,35,180709101002,1,2958.32202148438,18,KAGERA,7,MISSENYI,13,12,2014
2254-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2255-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2256-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2257-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2258-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2259-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2260-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,20,12,2014
2261-001,3,35,180809101009,1,2598.68310546875,18,KAGERA,8,KYERWA,19,12,2014
2273-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,15,1,2015
2274-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,16,1,2015
2275-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,15,1,2015
2276-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,16,1,2015
2277-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,15,1,2015
2278-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,16,1,2015
2279-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,15,1,2015
2280-001,4,50,540119201001,2,233.174057006836,54,KASKAZINI PEMBA,1,WETE,16,1,2015
2292-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,10,1,2015
2293-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,9,1,2015
2294-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,9,1,2015
2295-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,9,1,2015
2296-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,10,1,2015
2297-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,9,1,2015
2298-001,4,51,540120101002,1,835.339172363281,54,KASKAZINI PEMBA,1,WETE,10,1,2015
