y4_hhid,domain,strataid,clusterid,clustertype,y4_weights
5133-001,1,13,70105203017,2,2240.78344726563
5143-001,1,13,70108204015,2,2644.75634765625
5144-001,1,13,70108204015,2,2644.75634765625
5146-001,1,13,70108204015,2,2644.75634765625
5147-001,1,13,70108204015,2,2644.75634765625
5148-001,1,13,70108204015,2,2644.75634765625
5149-001,1,13,70108204015,2,2644.75634765625
5152-001,1,13,70108204015,2,2644.75634765625
5153-001,1,13,70108204015,2,2644.75634765625
5162-001,1,13,70110205003,2,2570.26318359375
5163-001,1,13,70110205003,2,2570.26318359375
5164-001,1,13,70110205003,2,2570.26318359375
5166-001,1,13,70110205003,2,2570.26318359375
5168-001,1,13,70110205003,2,2570.26318359375
5169-001,1,13,70110205003,2,2570.26318359375
5170-001,1,13,70110205003,2,2570.26318359375
5171-001,1,13,70110205003,2,2570.26318359375
5180-001,1,13,70112203004,2,2141.2890625
5181-001,1,13,70112203004,2,2141.2890625
5182-001,1,13,70112203004,2,2141.2890625
5183-001,1,13,70112203004,2,2141.2890625
5184-001,1,13,70112203004,2,2141.2890625
5186-001,1,13,70112203004,2,2141.2890625
5187-001,1,13,70112203004,2,2141.2890625
5188-001,1,13,70112203004,2,2141.2890625
5200-001,1,13,70115202026,2,2353.13037109375
5201-001,1,13,70115202026,2,2353.13037109375
5202-001,1,13,70115202026,2,2353.13037109375
5203-001,1,13,70115202026,2,2353.13037109375
5204-001,1,13,70115202026,2,2353.13037109375
5205-001,1,13,70115202026,2,2353.13037109375
5206-001,1,13,70115202026,2,2353.13037109375
5207-001,1,13,70115202026,2,2353.13037109375
5218-001,1,13,70117202020,2,2254.28686523438
5219-001,1,13,70117202020,2,2254.28686523438
5220-001,1,13,70117202020,2,2254.28686523438
5221-001,1,13,70117202020,2,2254.28686523438
5222-001,1,13,70117202020,2,2254.28686523438
5223-001,1,13,70117202020,2,2254.28686523438
5224-001,1,13,70117202020,2,2254.28686523438
5228-001,1,13,70117202020,2,2254.28686523438
5238-001,1,13,70120201023,2,1861.57385253906
5240-001,1,13,70120201023,2,1861.57385253906
5241-001,1,13,70120201023,2,1861.57385253906
5242-001,1,13,70120201023,2,1861.57385253906
5243-001,1,13,70120201023,2,1861.57385253906
5244-001,1,13,70120201023,2,1861.57385253906
5245-001,1,13,70120201023,2,1861.57385253906
5246-001,1,13,70120201023,2,1861.57385253906
5256-001,1,13,70122203015,2,2390.89501953125
5257-001,1,13,70122203015,2,2390.89501953125
5258-001,1,13,70122203015,2,2390.89501953125
5259-001,1,13,70122203015,2,2390.89501953125
5260-001,1,13,70122203015,2,2390.89501953125
5261-001,1,13,70122203015,2,2390.89501953125
5262-001,1,13,70122203015,2,2390.89501953125
5263-001,1,13,70122203015,2,2390.89501953125
5275-001,1,13,70124205037,2,2627.73193359375
5276-001,1,13,70124205037,2,2627.73193359375
5277-001,1,13,70124205037,2,2627.73193359375
5278-001,1,13,70124205037,2,2627.73193359375
5279-001,1,13,70124205037,2,2627.73193359375
5280-001,1,13,70124205037,2,2627.73193359375
5281-001,1,13,70124205037,2,2627.73193359375
5283-001,1,13,70124205037,2,2627.73193359375
5294-001,1,13,70126206053,2,3765.4921875
5295-001,1,13,70126206053,2,3765.4921875
5296-001,1,13,70126206053,2,3765.4921875
5298-001,1,13,70126206053,2,3765.4921875
5299-001,1,13,70126206053,2,3765.4921875
5300-001,1,13,70126206053,2,3765.4921875
5302-001,1,13,70126206053,2,3765.4921875
5303-001,1,13,70126206053,2,3765.4921875
5313-001,1,13,70128207036,2,2039.77124023438
5314-001,1,13,70128207036,2,2039.77124023438
5316-001,1,13,70128207036,2,2039.77124023438
5317-001,1,13,70128207036,2,2039.77124023438
5318-001,1,13,70128207036,2,2039.77124023438
5319-001,1,13,70128207036,2,2039.77124023438
5320-001,1,13,70128207036,2,2039.77124023438
5323-001,1,13,70128207036,2,2039.77124023438
5332-001,1,13,70130204030,2,3718.63989257813
5333-001,1,13,70130204030,2,3718.63989257813
5334-001,1,13,70130204030,2,3718.63989257813
5335-001,1,13,70130204030,2,3718.63989257813
5336-001,1,13,70130204030,2,3718.63989257813
5337-001,1,13,70130204030,2,3718.63989257813
5339-001,1,13,70130204030,2,3718.63989257813
5340-001,1,13,70130204030,2,3718.63989257813
5351-001,1,13,70134203030,2,1828.33142089844
5352-001,1,13,70134203030,2,1828.33142089844
5353-001,1,13,70134203030,2,1828.33142089844
5354-001,1,13,70134203030,2,1828.33142089844
5355-001,1,13,70134203030,2,1828.33142089844
5357-001,1,13,70134203030,2,1828.33142089844
5358-001,1,13,70134203030,2,1828.33142089844
5361-001,1,13,70134203030,2,1828.33142089844
5370-001,1,13,70201203023,2,2195.85864257813
5372-001,1,13,70201203023,2,2195.85864257813
5373-001,1,13,70201203023,2,2195.85864257813
5374-001,1,13,70201203023,2,2195.85864257813
5375-001,1,13,70201203023,2,2195.85864257813
5376-001,1,13,70201203023,2,2195.85864257813
5377-001,1,13,70201203023,2,2195.85864257813
5379-001,1,13,70201203023,2,2195.85864257813
5391-001,1,13,70204203066,2,1800.20324707031
5392-001,1,13,70204203066,2,1800.20324707031
5393-001,1,13,70204203066,2,1800.20324707031
5395-001,1,13,70204203066,2,1800.20324707031
5396-001,1,13,70204203066,2,1800.20324707031
5397-001,1,13,70204203066,2,1800.20324707031
5399-001,1,13,70204203066,2,1800.20324707031
5400-001,1,13,70204203066,2,1800.20324707031
5408-001,1,13,70207202031,2,2012.1318359375
5409-001,1,13,70207202031,2,2012.1318359375
5410-001,1,13,70207202031,2,2012.1318359375
5411-001,1,13,70207202031,2,2012.1318359375
5412-001,1,13,70207202031,2,2012.1318359375
5413-001,1,13,70207202031,2,2012.1318359375
5414-001,1,13,70207202031,2,2012.1318359375
5415-001,1,13,70207202031,2,2012.1318359375
5427-001,1,13,70209201005,2,1457.06103515625
5428-001,1,13,70209201005,2,1457.06103515625
5429-001,1,13,70209201005,2,1457.06103515625
5430-001,1,13,70209201005,2,1457.06103515625
5431-001,1,13,70209201005,2,1457.06103515625
5432-001,1,13,70209201005,2,1457.06103515625
5433-001,1,13,70209201005,2,1457.06103515625
5434-001,1,13,70209201005,2,1457.06103515625
5446-001,1,13,70210204001,2,1415.482421875
5447-001,1,13,70210204001,2,1415.482421875
5448-001,1,13,70210204001,2,1415.482421875
5449-001,1,13,70210204001,2,1415.482421875
5450-001,1,13,70210204001,2,1415.482421875
5451-001,1,13,70210204001,2,1415.482421875
5456-001,1,13,70210204001,2,1415.482421875
5458-001,1,13,70210204001,2,1415.482421875
5467-001,1,13,70219202045,2,1640.81030273438
5468-001,1,13,70219202045,2,1640.81030273438
5469-001,1,13,70219202045,2,1640.81030273438
5471-001,1,13,70219202045,2,1640.81030273438
5473-001,1,13,70219202045,2,1640.81030273438
5474-001,1,13,70219202045,2,1640.81030273438
5475-001,1,13,70219202045,2,1640.81030273438
5476-001,1,13,70219202045,2,1640.81030273438
5484-001,1,13,70220205008,2,1762.69909667969
5485-001,1,13,70220205008,2,1762.69909667969
5486-001,1,13,70220205008,2,1762.69909667969
5487-001,1,13,70220205008,2,1762.69909667969
5488-001,1,13,70220205008,2,1762.69909667969
5489-001,1,13,70220205008,2,1762.69909667969
5490-001,1,13,70220205008,2,1762.69909667969
5491-001,1,13,70220205008,2,1762.69909667969
5503-001,1,13,70223201031,2,3288.16186523438
5505-001,1,13,70223201031,2,3288.16186523438
5507-001,1,13,70223201031,2,3288.16186523438
5509-001,1,13,70223201031,2,3288.16186523438
5510-001,1,13,70223201031,2,3288.16186523438
5511-001,1,13,70223201031,2,3288.16186523438
5513-001,1,13,70223201031,2,3288.16186523438
5514-001,1,13,70223201031,2,3288.16186523438
5522-001,1,13,70225202012,2,2142.28759765625
5523-001,1,13,70225202012,2,2142.28759765625
5524-001,1,13,70225202012,2,2142.28759765625
5525-001,1,13,70225202012,2,2142.28759765625
5526-001,1,13,70225202012,2,2142.28759765625
5527-001,1,13,70225202012,2,2142.28759765625
5528-001,1,13,70225202012,2,2142.28759765625
5529-001,1,13,70225202012,2,2142.28759765625
5541-001,1,13,70226204011,2,1551.31164550781
5543-001,1,13,70226204011,2,1551.31164550781
5544-001,1,13,70226204011,2,1551.31164550781
5545-001,1,13,70226204011,2,1551.31164550781
5546-001,1,13,70226204011,2,1551.31164550781
5547-001,1,13,70226204011,2,1551.31164550781
5548-001,1,13,70226204011,2,1551.31164550781
5550-001,1,13,70226204011,2,1551.31164550781
5560-001,1,13,70307201033,2,1850.90356445313
5562-001,1,13,70307201033,2,1850.90356445313
5563-001,1,13,70307201033,2,1850.90356445313
5564-001,1,13,70307201033,2,1850.90356445313
5565-001,1,13,70307201033,2,1850.90356445313
5566-001,1,13,70307201033,2,1850.90356445313
5567-001,1,13,70307201033,2,1850.90356445313
5570-001,1,13,70307201033,2,1850.90356445313
5579-001,1,13,70309201067,2,2555.25830078125
5580-001,1,13,70309201067,2,2555.25830078125
5581-001,1,13,70309201067,2,2555.25830078125
5582-001,1,13,70309201067,2,2555.25830078125
5584-001,1,13,70309201067,2,2555.25830078125
5585-001,1,13,70309201067,2,2555.25830078125
5586-001,1,13,70309201067,2,2555.25830078125
5588-001,1,13,70309201067,2,2555.25830078125
5598-001,1,13,70310205032,2,3534.77416992188
5601-001,1,13,70310205032,2,3534.77416992188
5602-001,1,13,70310205032,2,3534.77416992188
5603-001,1,13,70310205032,2,3534.77416992188
5604-001,1,13,70310205032,2,3534.77416992188
5605-001,1,13,70310205032,2,3534.77416992188
5606-001,1,13,70310205032,2,3534.77416992188
5608-001,1,13,70310205032,2,3534.77416992188
5617-001,1,13,70313201007,2,3202.56762695313
5618-001,1,13,70313201007,2,3202.56762695313
5619-001,1,13,70313201007,2,3202.56762695313
5620-001,1,13,70313201007,2,3202.56762695313
5621-001,1,13,70313201007,2,3202.56762695313
5623-001,1,13,70313201007,2,3202.56762695313
5627-001,1,13,70313201007,2,3202.56762695313
5628-001,1,13,70313201007,2,3202.56762695313
5655-001,1,13,70318202032,2,1670.32739257813
5657-001,1,13,70318202032,2,1670.32739257813
5658-001,1,13,70318202032,2,1670.32739257813
5659-001,1,13,70318202032,2,1670.32739257813
5661-001,1,13,70318202032,2,1670.32739257813
5662-001,1,13,70318202032,2,1670.32739257813
5663-001,1,13,70318202032,2,1670.32739257813
5664-001,1,13,70318202032,2,1670.32739257813
5674-001,1,13,70321202018,2,2562.78955078125
5675-001,1,13,70321202018,2,2562.78955078125
5676-001,1,13,70321202018,2,2562.78955078125
5677-001,1,13,70321202018,2,2562.78955078125
5678-001,1,13,70321202018,2,2562.78955078125
5679-001,1,13,70321202018,2,2562.78955078125
5680-001,1,13,70321202018,2,2562.78955078125
5684-001,1,13,70321202018,2,2562.78955078125
5693-001,1,13,70323207002,2,1496.87963867188
5694-001,1,13,70323207002,2,1496.87963867188
5695-001,1,13,70323207002,2,1496.87963867188
5696-001,1,13,70323207002,2,1496.87963867188
5697-001,1,13,70323207002,2,1496.87963867188
5698-001,1,13,70323207002,2,1496.87963867188
5699-001,1,13,70323207002,2,1496.87963867188
5700-001,1,13,70323207002,2,1496.87963867188
5712-001,1,13,70327201007,2,3187.86010742188
5714-001,1,13,70327201007,2,3187.86010742188
5715-001,1,13,70327201007,2,3187.86010742188
5716-001,1,13,70327201007,2,3187.86010742188
5717-001,1,13,70327201007,2,3187.86010742188
5718-001,1,13,70327201007,2,3187.86010742188
5719-001,1,13,70327201007,2,3187.86010742188
5720-001,1,13,70327201007,2,3187.86010742188
5732-001,1,13,70328202108,2,2552.0458984375
5733-001,1,13,70328202108,2,2552.0458984375
5734-001,1,13,70328202108,2,2552.0458984375
5735-001,1,13,70328202108,2,2552.0458984375
5736-001,1,13,70328202108,2,2552.0458984375
5737-001,1,13,70328202108,2,2552.0458984375
5738-001,1,13,70328202108,2,2552.0458984375
5739-001,1,13,70328202108,2,2552.0458984375
5750-001,1,13,70330201048,2,2961.78295898438
5751-001,1,13,70330201048,2,2961.78295898438
5752-001,1,13,70330201048,2,2961.78295898438
5754-001,1,13,70330201048,2,2961.78295898438
5755-001,1,13,70330201048,2,2961.78295898438
5756-001,1,13,70330201048,2,2961.78295898438
5757-001,1,13,70330201048,2,2961.78295898438
5759-001,1,13,70330201048,2,2961.78295898438
5769-001,3,2,10213104005,1,5627.2177734375
5770-001,3,2,10213104005,1,5627.2177734375
5771-001,3,2,10213104005,1,5627.2177734375
5772-001,3,2,10213104005,1,5627.2177734375
5773-001,3,2,10213104005,1,5627.2177734375
5774-001,3,2,10213104005,1,5627.2177734375
5775-001,3,2,10213104005,1,5627.2177734375
5776-001,3,2,10213104005,1,5627.2177734375
5788-001,3,2,10410102002,1,7810.44091796875
5789-001,3,2,10410102002,1,7810.44091796875
5790-001,3,2,10410102002,1,7810.44091796875
5791-001,3,2,10410102002,1,7810.44091796875
5792-001,3,2,10410102002,1,7810.44091796875
5793-001,3,2,10410102002,1,7810.44091796875
5794-001,3,2,10410102002,1,7810.44091796875
5795-001,3,2,10410102002,1,7810.44091796875
5807-001,2,1,10536203002,2,4564.4619140625
5808-001,2,1,10536203002,2,4564.4619140625
5809-001,2,1,10536203002,2,4564.4619140625
5810-001,2,1,10536203002,2,4564.4619140625
5811-001,2,1,10536203002,2,4564.4619140625
5812-001,2,1,10536203002,2,4564.4619140625
5813-001,2,1,10536203002,2,4564.4619140625
5814-001,2,1,10536203002,2,4564.4619140625
5826-001,3,2,10607103007,1,8277.49609375
5827-001,3,2,10607103007,1,8277.49609375
5828-001,3,2,10607103007,1,8277.49609375
5829-001,3,2,10607103007,1,8277.49609375
5830-001,3,2,10607103007,1,8277.49609375
5831-001,3,2,10607103007,1,8277.49609375
5832-001,3,2,10607103007,1,8277.49609375
5833-001,3,2,10607103007,1,8277.49609375
5845-001,3,49,250101102016,1,3281.66625976563
5846-001,3,49,250101102016,1,3281.66625976563
5847-001,3,49,250101102016,1,3281.66625976563
5848-001,3,49,250101102016,1,3281.66625976563
5849-001,3,49,250101102016,1,3281.66625976563
5850-001,3,49,250101102016,1,3281.66625976563
5851-001,3,49,250101102016,1,3281.66625976563
5852-001,3,49,250101102016,1,3281.66625976563
5864-001,3,49,250121102008,1,3833.73461914063
5865-001,3,49,250121102008,1,3833.73461914063
5866-001,3,49,250121102008,1,3833.73461914063
5868-001,3,49,250121102008,1,3833.73461914063
5869-001,3,49,250121102008,1,3833.73461914063
5870-001,3,49,250121102008,1,3833.73461914063
5871-001,3,49,250121102008,1,3833.73461914063
5872-001,3,49,250121102008,1,3833.73461914063
5883-001,3,49,250202101001,1,3644.384765625
5884-001,3,49,250202101001,1,3644.384765625
5885-001,3,49,250202101001,1,3644.384765625
5886-001,3,49,250202101001,1,3644.384765625
5887-001,3,49,250202101001,1,3644.384765625
5890-001,3,49,250202101001,1,3644.384765625
5891-001,3,49,250202101001,1,3644.384765625
5892-001,3,49,250202101001,1,3644.384765625
5902-001,3,49,250402101008,1,4136.84423828125
5903-001,3,49,250402101008,1,4136.84423828125
5904-001,3,49,250402101008,1,4136.84423828125
5906-001,3,49,250402101008,1,4136.84423828125
5907-001,3,49,250402101008,1,4136.84423828125
5908-001,3,49,250402101008,1,4136.84423828125
5909-001,3,49,250402101008,1,4136.84423828125
5911-001,3,49,250402101008,1,4136.84423828125
5921-001,2,48,250413304329,2,4880.49755859375
5922-001,2,48,250413304329,2,4880.49755859375
5924-001,2,48,250413304329,2,4880.49755859375
5926-001,2,48,250413304329,2,4880.49755859375
5927-001,2,48,250413304329,2,4880.49755859375
5928-001,2,48,250413304329,2,4880.49755859375
5929-001,2,48,250413304329,2,4880.49755859375
5930-001,2,48,250413304329,2,4880.49755859375
5940-001,3,49,250515302002,1,3274.72119140625
5941-001,3,49,250515302002,1,3274.72119140625
5942-001,3,49,250515302002,1,3274.72119140625
5943-001,3,49,250515302002,1,3274.72119140625
5945-001,3,49,250515302002,1,3274.72119140625
5946-001,3,49,250515302002,1,3274.72119140625
5947-001,3,49,250515302002,1,3274.72119140625
5949-001,3,49,250515302002,1,3274.72119140625
5959-001,3,21,110108301006,1,2631.57495117188
5960-001,3,21,110108301006,1,2631.57495117188
5961-001,3,21,110108301006,1,2631.57495117188
5962-001,3,21,110108301006,1,2631.57495117188
5963-001,3,21,110108301006,1,2631.57495117188
5964-001,3,21,110108301006,1,2631.57495117188
5965-001,3,21,110108301006,1,2631.57495117188
5966-001,3,21,110108301006,1,2631.57495117188
5978-001,3,21,110204103005,1,3264.73583984375
5979-001,3,21,110204103005,1,3264.73583984375
5980-001,3,21,110204103005,1,3264.73583984375
5981-001,3,21,110204103005,1,3264.73583984375
5982-001,3,21,110204103005,1,3264.73583984375
5983-001,3,21,110204103005,1,3264.73583984375
5984-001,3,21,110204103005,1,3264.73583984375
5985-001,3,21,110204103005,1,3264.73583984375
5997-001,3,21,110226105002,1,2953.80859375
5998-001,3,21,110226105002,1,2953.80859375
5999-001,3,21,110226105002,1,2953.80859375
6000-001,3,21,110226105002,1,2953.80859375
6001-001,3,21,110226105002,1,2953.80859375
6002-001,3,21,110226105002,1,2953.80859375
6003-001,3,21,110226105002,1,2953.80859375
6004-001,3,21,110226105002,1,2953.80859375
6016-001,2,20,110305210004,2,1409.85546875
6017-001,2,20,110305210004,2,1409.85546875
6018-001,2,20,110305210004,2,1409.85546875
6019-001,2,20,110305210004,2,1409.85546875
6020-001,2,20,110305210004,2,1409.85546875
6021-001,2,20,110305210004,2,1409.85546875
6022-001,2,20,110305210004,2,1409.85546875
6023-001,2,20,110305210004,2,1409.85546875
6035-001,3,21,110420104003,1,2844.40795898438
6036-001,3,21,110420104003,1,2844.40795898438
6037-001,3,21,110420104003,1,2844.40795898438
6038-001,3,21,110420104003,1,2844.40795898438
6039-001,3,21,110420104003,1,2844.40795898438
6040-001,3,21,110420104003,1,2844.40795898438
6041-001,3,21,110420104003,1,2844.40795898438
6042-001,3,21,110420104003,1,2844.40795898438
6054-001,2,20,110502204005,2,1924.14636230469
6055-001,2,20,110502204005,2,1924.14636230469
6056-001,2,20,110502204005,2,1924.14636230469
6057-001,2,20,110502204005,2,1924.14636230469
6058-001,2,20,110502204005,2,1924.14636230469
6059-001,2,20,110502204005,2,1924.14636230469
6060-001,2,20,110502204005,2,1924.14636230469
6061-001,2,20,110502204005,2,1924.14636230469
6074-001,3,35,180112103001,1,3031.796875
6075-001,3,35,180112103001,1,3031.796875
6076-001,3,35,180112103001,1,3031.796875
6077-001,3,35,180112103001,1,3031.796875
6078-001,3,35,180112103001,1,3031.796875
6079-001,3,35,180112103001,1,3031.796875
6080-001,3,35,180112103001,1,3031.796875
6081-001,3,35,180112103001,1,3031.796875
6092-001,3,35,180205102011,1,2582.02490234375
6093-001,3,35,180205102011,1,2582.02490234375
6094-001,3,35,180205102011,1,2582.02490234375
6095-001,3,35,180205102011,1,2582.02490234375
6096-001,3,35,180205102011,1,2582.02490234375
6097-001,3,35,180205102011,1,2582.02490234375
6098-001,3,35,180205102011,1,2582.02490234375
6099-001,3,35,180205102011,1,2582.02490234375
6111-001,3,35,180226304004,1,3045.33178710938
6112-001,3,35,180226304004,1,3045.33178710938
6113-001,3,35,180226304004,1,3045.33178710938
6114-001,3,35,180226304004,1,3045.33178710938
6115-001,3,35,180226304004,1,3045.33178710938
6116-001,3,35,180226304004,1,3045.33178710938
6117-001,3,35,180226304004,1,3045.33178710938
6118-001,3,35,180226304004,1,3045.33178710938
6130-001,3,35,180319106001,1,4897.01611328125
6131-001,3,35,180319106001,1,4897.01611328125
6132-001,3,35,180319106001,1,4897.01611328125
6133-001,3,35,180319106001,1,4897.01611328125
6134-001,3,35,180319106001,1,4897.01611328125
6135-001,3,35,180319106001,1,4897.01611328125
6136-001,3,35,180319106001,1,4897.01611328125
6137-001,3,35,180319106001,1,4897.01611328125
6149-001,3,35,180334302009,1,2754.03930664063
6150-001,3,35,180334302009,1,2754.03930664063
6151-001,3,35,180334302009,1,2754.03930664063
6152-001,3,35,180334302009,1,2754.03930664063
6153-001,3,35,180334302009,1,2754.03930664063
6154-001,3,35,180334302009,1,2754.03930664063
6155-001,3,35,180334302009,1,2754.03930664063
6156-001,3,35,180334302009,1,2754.03930664063
6168-001,3,35,180407104004,1,5765.828125
6169-001,3,35,180407104004,1,5765.828125
6170-001,3,35,180407104004,1,5765.828125
6171-001,3,35,180407104004,1,5765.828125
6172-001,3,35,180407104004,1,5765.828125
6173-001,3,35,180407104004,1,5765.828125
6174-001,3,35,180407104004,1,5765.828125
6175-001,3,35,180407104004,1,5765.828125
6187-001,3,35,180505105012,1,1578.63916015625
6188-001,3,35,180505105012,1,1578.63916015625
6189-001,3,35,180505105012,1,1578.63916015625
6191-001,3,35,180505105012,1,1578.63916015625
6192-001,3,35,180505105012,1,1578.63916015625
6193-001,3,35,180505105012,1,1578.63916015625
6194-001,3,35,180505105012,1,1578.63916015625
6195-001,3,35,180505105012,1,1578.63916015625
6206-001,3,35,180520101027,1,6968.24267578125
6207-001,3,35,180520101027,1,6968.24267578125
6208-001,3,35,180520101027,1,6968.24267578125
6209-001,3,35,180520101027,1,6968.24267578125
6210-001,3,35,180520101027,1,6968.24267578125
6211-001,3,35,180520101027,1,6968.24267578125
6212-001,3,35,180520101027,1,6968.24267578125
6213-001,3,35,180520101027,1,6968.24267578125
6225-001,2,34,180605202006,2,3677.17895507813
6226-001,2,34,180605202006,2,3677.17895507813
6227-001,2,34,180605202006,2,3677.17895507813
6228-001,2,34,180605202006,2,3677.17895507813
6229-001,2,34,180605202006,2,3677.17895507813
6230-001,2,34,180605202006,2,3677.17895507813
6231-001,2,34,180605202006,2,3677.17895507813
6232-001,2,34,180605202006,2,3677.17895507813
6244-001,3,35,180801106007,1,4027.958984375
6245-001,3,35,180801106007,1,4027.958984375
6246-001,3,35,180801106007,1,4027.958984375
6247-001,3,35,180801106007,1,4027.958984375
6248-001,3,35,180801106007,1,4027.958984375
6249-001,3,35,180801106007,1,4027.958984375
6250-001,3,35,180801106007,1,4027.958984375
6251-001,3,35,180801106007,1,4027.958984375
6263-001,3,35,180815102005,1,5251.50537109375
6264-001,3,35,180815102005,1,5251.50537109375
6265-001,3,35,180815102005,1,5251.50537109375
6266-001,3,35,180815102005,1,5251.50537109375
6267-001,3,35,180815102005,1,5251.50537109375
6268-001,3,35,180815102005,1,5251.50537109375
6269-001,3,35,180815102005,1,5251.50537109375
6270-001,3,35,180815102005,1,5251.50537109375
6283-001,4,50,540101202002,2,250.662094116211
6284-001,4,50,540101202002,2,250.662094116211
6285-001,4,50,540101202002,2,250.662094116211
6286-001,4,50,540101202002,2,250.662094116211
6287-001,4,50,540101202002,2,250.662094116211
6288-001,4,50,540101202002,2,250.662094116211
6289-001,4,50,540101202002,2,250.662094116211
6290-001,4,50,540101202002,2,250.662094116211
6301-001,4,51,540107101001,1,373.528991699219
6302-001,4,51,540107101001,1,373.528991699219
6303-001,4,51,540107101001,1,373.528991699219
6304-001,4,51,540107101001,1,373.528991699219
6305-001,4,51,540107101001,1,373.528991699219
6306-001,4,51,540107101001,1,373.528991699219
6307-001,4,51,540107101001,1,373.528991699219
6308-001,4,51,540107101001,1,373.528991699219
6320-001,4,50,540131203001,2,338.148132324219
6321-001,4,50,540131203001,2,338.148132324219
6322-001,4,50,540131203001,2,338.148132324219
6323-001,4,50,540131203001,2,338.148132324219
6324-001,4,50,540131203001,2,338.148132324219
6325-001,4,50,540131203001,2,338.148132324219
6326-001,4,50,540131203001,2,338.148132324219
6328-001,4,50,540131203001,2,338.148132324219
6339-001,4,51,540224102001,1,1227.109375
6340-001,4,51,540224102001,1,1227.109375
6341-001,4,51,540224102001,1,1227.109375
6342-001,4,51,540224102001,1,1227.109375
6343-001,4,51,540224102001,1,1227.109375
6344-001,4,51,540224102001,1,1227.109375
6345-001,4,51,540224102001,1,1227.109375
6346-001,4,51,540224102001,1,1227.109375
6358-001,4,51,510121104001,1,799.033447265625
6359-001,4,51,510121104001,1,799.033447265625
6360-001,4,51,510121104001,1,799.033447265625
6361-001,4,51,510121104001,1,799.033447265625
6364-001,4,51,510121104001,1,799.033447265625
6365-001,4,51,510121104001,1,799.033447265625
6366-001,4,51,510121104001,1,799.033447265625
6368-001,4,51,510121104001,1,799.033447265625
6377-001,4,51,510227101001,1,850.369812011719
6378-001,4,51,510227101001,1,850.369812011719
6379-001,4,51,510227101001,1,850.369812011719
6380-001,4,51,510227101001,1,850.369812011719
6381-001,4,51,510227101001,1,850.369812011719
6382-001,4,51,510227101001,1,850.369812011719
6383-001,4,51,510227101001,1,850.369812011719
6384-001,4,51,510227101001,1,850.369812011719
6396-001,4,50,510228303301,2,152.926651000977
6397-001,4,50,510228303301,2,152.926651000977
6398-001,4,50,510228303301,2,152.926651000977
6399-001,4,50,510228303301,2,152.926651000977
6400-001,4,50,510228303301,2,152.926651000977
6401-001,4,50,510228303301,2,152.926651000977
6402-001,4,50,510228303301,2,152.926651000977
6403-001,4,50,510228303301,2,152.926651000977
6415-001,3,45,230202109002,1,2123.04296875
6416-001,3,45,230202109002,1,2123.04296875
6417-001,3,45,230202109002,1,2123.04296875
6418-001,3,45,230202109002,1,2123.04296875
6419-001,3,45,230202109002,1,2123.04296875
6420-001,3,45,230202109002,1,2123.04296875
6421-001,3,45,230202109002,1,2123.04296875
6422-001,3,45,230202109002,1,2123.04296875
6434-001,2,44,230208301307,2,1953.63391113281
6435-001,2,44,230208301307,2,1953.63391113281
6436-001,2,44,230208301307,2,1953.63391113281
6437-001,2,44,230208301307,2,1953.63391113281
6438-001,2,44,230208301307,2,1953.63391113281
6439-001,2,44,230208301307,2,1953.63391113281
6440-001,2,44,230208301307,2,1953.63391113281
6441-001,2,44,230208301307,2,1953.63391113281
6454-001,3,45,230308102002,1,1411.53234863281
6455-001,3,45,230308102002,1,1411.53234863281
6456-001,3,45,230308102002,1,1411.53234863281
6457-001,3,45,230308102002,1,1411.53234863281
6458-001,3,45,230308102002,1,1411.53234863281
6459-001,3,45,230308102002,1,1411.53234863281
6461-001,3,45,230308102002,1,1411.53234863281
6464-001,3,45,230308102002,1,1411.53234863281
6472-001,3,45,230322101007,1,3471.60620117188
6473-001,3,45,230322101007,1,3471.60620117188
6474-001,3,45,230322101007,1,3471.60620117188
6476-001,3,45,230322101007,1,3471.60620117188
6477-001,3,45,230322101007,1,3471.60620117188
6478-001,3,45,230322101007,1,3471.60620117188
6479-001,3,45,230322101007,1,3471.60620117188
6483-001,3,45,230322101007,1,3471.60620117188
6491-001,3,31,160107101005,1,3283.73095703125
6492-001,3,31,160107101005,1,3283.73095703125
6493-001,3,31,160107101005,1,3283.73095703125
6494-001,3,31,160107101005,1,3283.73095703125
6495-001,3,31,160107101005,1,3283.73095703125
6496-001,3,31,160107101005,1,3283.73095703125
6497-001,3,31,160107101005,1,3283.73095703125
6498-001,3,31,160107101005,1,3283.73095703125
6510-001,3,31,160209101010,1,4255.54541015625
6512-001,3,31,160209101010,1,4255.54541015625
6513-001,3,31,160209101010,1,4255.54541015625
6514-001,3,31,160209101010,1,4255.54541015625
6515-001,3,31,160209101010,1,4255.54541015625
6516-001,3,31,160209101010,1,4255.54541015625
6517-001,3,31,160209101010,1,4255.54541015625
6519-001,3,31,160209101010,1,4255.54541015625
6529-001,3,31,160310101008,1,2312.81811523438
6530-001,3,31,160310101008,1,2312.81811523438
6531-001,3,31,160310101008,1,2312.81811523438
6533-001,3,31,160310101008,1,2312.81811523438
6534-001,3,31,160310101008,1,2312.81811523438
6535-001,3,31,160310101008,1,2312.81811523438
6537-001,3,31,160310101008,1,2312.81811523438
6540-001,3,31,160310101008,1,2312.81811523438
6548-001,2,30,160406203005,2,2284.884765625
6549-001,2,30,160406203005,2,2284.884765625
6550-001,2,30,160406203005,2,2284.884765625
6551-001,2,30,160406203005,2,2284.884765625
